0.00004, 3.32080
0.00031, 19.08766
0.00061, 40.66979
0.00087, 71.39575
0.00117, 104.61154
0.00156, 147.79284
0.00175, 175.20110
0.00195, 205.10073
0.00234, 244.95813
0.00271, 293.12683
0.00313, 331.31918
0.00349, 371.17813
0.00407, 427.63955
0.00458, 467.48611
0.00507, 492.37666
0.00549, 511.45502
0.00589, 521.39420
0.00636, 531.32719
0.00715, 535.41701
0.00787, 532.03270
0.00855, 520.34174
0.00930, 501.16579
0.00985, 482.00689
0.01043, 461.18293
0.01087, 444.52625
0.01141, 421.21247
0.01181, 404.55888
0.01248, 377.91035
0.01297, 359.58707
0.01338, 341.26998
0.01393, 320.44912
0.01449, 297.13379
0.01502, 276.31449
0.01550, 256.32925
0.01610, 232.17985
0.01668, 212.18687
0.01725, 193.02641
0.01792, 172.19472
0.01840, 158.02786
0.01908, 141.35104
0.01950, 132.17468
0.01992, 123.82930
